query,name,google_id,place_id,location_link,reviews_link,reviews,rating,review_id,author_link,author_title,author_id,author_image,review_text,review_img_url,review_img_urls,review_questions,review_photo_ids,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,Detected_Language
0x6ad642ca44bc9591:0x18895914c0fe118b,Woolworths Qv,0x6ad642ca44bc9591:0x18895914c0fe118b,ChIJkZW8RMpC1moRixH-wBRZiRg,"https://www.google.com/maps/place/Woolworths+Qv/@-37.811335199999995,144.9648789,14z/data=!4m8!1m2!2m1!1sWoolworths+Qv!3m4!1s0x6ad642ca44bc9591:0x18895914c0fe118b!8m2!3d-37.811335199999995!4d144.9648789",https://search.google.com/local/reviews?placeid=ChIJkZW8RMpC1moRixH-wBRZiRg&q=*&authuser=0&hl=en&gl=US,3669,4.3,ChZDSUhNMG9nS0VJQ0FnSUM1cjU3NWVnEAE,https://www.google.com/maps/contrib/116205059124146883922?hl=en-US,Norman Chia,116205059124146883922,https://lh3.googleusercontent.com/a/ACg8ocKeLnvFDFb41ypr4DNc2AlsLWLmSw5isXlkRh9fxpxK=s120-c-rp-mo-ba5-br100,huge range products lots selfserve checkout kiosks slightly confusing layout store issue regular shoppers,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM1cjU3NWVnEAE!2m1!1s0x0:0x18895914c0fe118b!3m1!1s2@1:CIHM0ogKEICAgIC5r575eg%7CCgwIwYW9qQYQwMqAzwE%7C?hl=en-US,4,1697596097,10/18/2023 02:28:17,0,1768042274391724427,120,58,396,1167,1928,en
0x6ad642ca44bc9591:0x18895914c0fe118b,Woolworths Qv,0x6ad642ca44bc9591:0x18895914c0fe118b,ChIJkZW8RMpC1moRixH-wBRZiRg,"https://www.google.com/maps/place/Woolworths+Qv/@-37.811335199999995,144.9648789,14z/data=!4m8!1m2!2m1!1sWoolworths+Qv!3m4!1s0x6ad642ca44bc9591:0x18895914c0fe118b!8m2!3d-37.811335199999995!4d144.9648789",https://search.google.com/local/reviews?placeid=ChIJkZW8RMpC1moRixH-wBRZiRg&q=*&authuser=0&hl=en&gl=US,3669,4.3,ChdDSUhNMG9nS0VJQ0FnSUNCaExiVDBnRRAB,https://www.google.com/maps/contrib/115016175152658923127?hl=en-US,Xin X,115016175152658923127,https://lh3.googleusercontent.com/a/ACg8ocI_N48x35b3k7iq6yQ0kVU6ClZ-X5EnzmXW2AitAyUU=s120-c-rp-mo-ba4-br100,probably rather best supermarket whole cbd large range compared metro supers,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCaExiVDBnRRAB!2m1!1s0x0:0x18895914c0fe118b!3m1!1s2@1:CIHM0ogKEICAgICBhLbT0gE%7CCgwI4IeqqQYQyLSC4wE%7C?hl=en-US,5,1697285088,10/14/2023 12:04:48,0,1768042274391724427,120,58,396,1167,1928,en
0x6ad642ca44bc9591:0x18895914c0fe118b,Woolworths Qv,0x6ad642ca44bc9591:0x18895914c0fe118b,ChIJkZW8RMpC1moRixH-wBRZiRg,"https://www.google.com/maps/place/Woolworths+Qv/@-37.811335199999995,144.9648789,14z/data=!4m8!1m2!2m1!1sWoolworths+Qv!3m4!1s0x6ad642ca44bc9591:0x18895914c0fe118b!8m2!3d-37.811335199999995!4d144.9648789",https://search.google.com/local/reviews?placeid=ChIJkZW8RMpC1moRixH-wBRZiRg&q=*&authuser=0&hl=en&gl=US,3669,4.3,ChZDSUhNMG9nS0VJQ0FnSUM1a3B1UEVREAE,https://www.google.com/maps/contrib/104613374105647495343?hl=en-US,T N,104613374105647495343,https://lh3.googleusercontent.com/a-/ALV-UjXxiqQ7ppA_INEWSwMIEh1FTwy8SsL-8TNUq-f_TUMonCw=s120-c-rp-mo-ba2-br100,good place shopping enjoy,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM1a3B1UEVREAE!2m1!1s0x0:0x18895914c0fe118b!3m1!1s2@1:CIHM0ogKEICAgIC5kpuPEQ%7CCgwI8sueqQYQkLqkjwE%7C?hl=en-US,5,1697097202,10/12/2023 07:53:22,0,1768042274391724427,120,58,396,1167,1928,en
0x6ad642ca44bc9591:0x18895914c0fe118b,Woolworths Qv,0x6ad642ca44bc9591:0x18895914c0fe118b,ChIJkZW8RMpC1moRixH-wBRZiRg,"https://www.google.com/maps/place/Woolworths+Qv/@-37.811335199999995,144.9648789,14z/data=!4m8!1m2!2m1!1sWoolworths+Qv!3m4!1s0x6ad642ca44bc9591:0x18895914c0fe118b!8m2!3d-37.811335199999995!4d144.9648789",https://search.google.com/local/reviews?placeid=ChIJkZW8RMpC1moRixH-wBRZiRg&q=*&authuser=0&hl=en&gl=US,3669,4.3,ChZDSUhNMG9nS0VJQ0FnSUM1Z0o2LVhREAE,https://www.google.com/maps/contrib/102474301382317689559?hl=en-US,Strawberry Sunset,102474301382317689559,https://lh3.googleusercontent.com/a-/ALV-UjW03EOnf7CXX9Mp-K9LvpIbuYJ6PLDtnYoeUy6bF7aq7g=s120-c-rp-mo-br100,disappointed seen prices increase drastically reference muslie bars buy gone since august disgusting given profits,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM1Z0o2LVhREAE!2m1!1s0x0:0x18895914c0fe118b!3m1!1s2@1:CIHM0ogKEICAgIC5gJ6-XQ%7CCgwIo4OPqQYQqPDZqwI%7C?hl=en-US,1,1696842147,10/09/2023 09:02:27,0,1768042274391724427,120,58,396,1167,1928,en
0x6ad642ca44bc9591:0x18895914c0fe118b,Woolworths Qv,0x6ad642ca44bc9591:0x18895914c0fe118b,ChIJkZW8RMpC1moRixH-wBRZiRg,"https://www.google.com/maps/place/Woolworths+Qv/@-37.811335199999995,144.9648789,14z/data=!4m8!1m2!2m1!1sWoolworths+Qv!3m4!1s0x6ad642ca44bc9591:0x18895914c0fe118b!8m2!3d-37.811335199999995!4d144.9648789",https://search.google.com/local/reviews?placeid=ChIJkZW8RMpC1moRixH-wBRZiRg&q=*&authuser=0&hl=en&gl=US,3669,4.3,ChdDSUhNMG9nS0VJQ0FnSURaNDVHLWxBRRAB,https://www.google.com/maps/contrib/108207827244054238405?hl=en-US,Nawsherwan Mujtaba,108207827244054238405,https://lh3.googleusercontent.com/a-/ALV-UjVbTumkeAq2quOj2-6Ao2G6aRCl3G-KZoGMY00q8A-63Is=s120-c-rp-mo-ba4-br100,best groceries,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURaNDVHLWxBRRAB!2m1!1s0x0:0x18895914c0fe118b!3m1!1s2@1:CIHM0ogKEICAgIDZ45G-lAE%7CCgwI1teFqQYQ-PTjmwI%7C?hl=en-US,5,1696689110,10/07/2023 14:31:50,0,1768042274391724427,120,58,396,1167,1928,en
0x6ad642ca44bc9591:0x18895914c0fe118b,Woolworths Qv,0x6ad642ca44bc9591:0x18895914c0fe118b,ChIJkZW8RMpC1moRixH-wBRZiRg,"https://www.google.com/maps/place/Woolworths+Qv/@-37.811335199999995,144.9648789,14z/data=!4m8!1m2!2m1!1sWoolworths+Qv!3m4!1s0x6ad642ca44bc9591:0x18895914c0fe118b!8m2!3d-37.811335199999995!4d144.9648789",https://search.google.com/local/reviews?placeid=ChIJkZW8RMpC1moRixH-wBRZiRg&q=*&authuser=0&hl=en&gl=US,3669,4.3,ChZDSUhNMG9nS0VJQ0FnSURaM2RlWldBEAE,https://www.google.com/maps/contrib/110673655426005829051?hl=en-US,Ketut Prihadi,110673655426005829051,https://lh3.googleusercontent.com/a/ACg8ocLXLRvKi-d76PFQrsh4ea9SPtSpd7Yla74eRGWfQ71j=s120-c-rp-mo-ba5-br100,nice place buy groceries,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURaM2RlWldBEAE!2m1!1s0x0:0x18895914c0fe118b!3m1!1s2@1:CIHM0ogKEICAgIDZ3deZWA%7CCgsIh9mCqQYQyJGZAQ%7C?hl=en-US,4,1696640135,10/07/2023 00:55:35,0,1768042274391724427,120,58,396,1167,1928,en
0x6ad642ca44bc9591:0x18895914c0fe118b,Woolworths Qv,0x6ad642ca44bc9591:0x18895914c0fe118b,ChIJkZW8RMpC1moRixH-wBRZiRg,"https://www.google.com/maps/place/Woolworths+Qv/@-37.811335199999995,144.9648789,14z/data=!4m8!1m2!2m1!1sWoolworths+Qv!3m4!1s0x6ad642ca44bc9591:0x18895914c0fe118b!8m2!3d-37.811335199999995!4d144.9648789",https://search.google.com/local/reviews?placeid=ChIJkZW8RMpC1moRixH-wBRZiRg&q=*&authuser=0&hl=en&gl=US,3669,4.3,ChZDSUhNMG9nS0VJQ0FnSURacGV6TFNBEAE,https://www.google.com/maps/contrib/107759664460221395464?hl=en-US,Jon Armon,107759664460221395464,https://lh3.googleusercontent.com/a/ACg8ocIECM-8JJNuQk_swtKPPUR2kMA8Q3o7loktpu8wcV-X=s120-c-rp-mo-ba4-br100,average colesworth inner city version,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURacGV6TFNBEAE!2m1!1s0x0:0x18895914c0fe118b!3m1!1s2@1:CIHM0ogKEICAgIDZpezLSA%7CCgwI6_b4qAYQoP2zpAI%7C?hl=en-US,4,1696480107,10/05/2023 04:28:27,0,1768042274391724427,120,58,396,1167,1928,en
0x6ad642ca44bc9591:0x18895914c0fe118b,Woolworths Qv,0x6ad642ca44bc9591:0x18895914c0fe118b,ChIJkZW8RMpC1moRixH-wBRZiRg,"https://www.google.com/maps/place/Woolworths+Qv/@-37.811335199999995,144.9648789,14z/data=!4m8!1m2!2m1!1sWoolworths+Qv!3m4!1s0x6ad642ca44bc9591:0x18895914c0fe118b!8m2!3d-37.811335199999995!4d144.9648789",https://search.google.com/local/reviews?placeid=ChIJkZW8RMpC1moRixH-wBRZiRg&q=*&authuser=0&hl=en&gl=US,3669,4.3,ChZDSUhNMG9nS0VJQ0FnSURaZ2ZiTUlBEAE,https://www.google.com/maps/contrib/100894287849891340488?hl=en-US,Lita L,100894287849891340488,https://lh3.googleusercontent.com/a/ACg8ocI4W02dJzAxjq8UDH2oarYAIXwbFYf8yR488UVFsIhB=s120-c-rp-mo-ba5-br100,busy,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURaZ2ZiTUlBEAE!2m1!1s0x0:0x18895914c0fe118b!3m1!1s2@1:CIHM0ogKEICAgIDZgfbMIA%7CCgwIn__pqAYQ-KjDuQM%7C?hl=en-US,4,1696235423,10/02/2023 08:30:23,0,1768042274391724427,120,58,396,1167,1928,en
0x6ad642ca44bc9591:0x18895914c0fe118b,Woolworths Qv,0x6ad642ca44bc9591:0x18895914c0fe118b,ChIJkZW8RMpC1moRixH-wBRZiRg,"https://www.google.com/maps/place/Woolworths+Qv/@-37.811335199999995,144.9648789,14z/data=!4m8!1m2!2m1!1sWoolworths+Qv!3m4!1s0x6ad642ca44bc9591:0x18895914c0fe118b!8m2!3d-37.811335199999995!4d144.9648789",https://search.google.com/local/reviews?placeid=ChIJkZW8RMpC1moRixH-wBRZiRg&q=*&authuser=0&hl=en&gl=US,3669,4.3,ChZDSUhNMG9nS0VJQ0FnSURaenJTUk5BEAE,https://www.google.com/maps/contrib/107109429756438514751?hl=en-US,Isabella Kimonides,107109429756438514751,https://lh3.googleusercontent.com/a/ACg8ocJCQfwzH7rHXV6Ikn2FzbNrAAd3_J7UANE5LfpyitH5oA=s120-c-rp-mo-ba2-br100,pick pack staff store refund items order substitute even lots stock brands items ordered goes woolworths rules substituting refunding first,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURaenJTUk5BEAE!2m1!1s0x0:0x18895914c0fe118b!3m1!1s2@1:CIHM0ogKEICAgIDZzrSRNA%7CCgwIo7XjqAYQ4L754wE%7C?hl=en-US,1,1696127651,10/01/2023 02:34:11,0,1768042274391724427,120,58,396,1167,1928,en
0x6ad642ca44bc9591:0x18895914c0fe118b,Woolworths Qv,0x6ad642ca44bc9591:0x18895914c0fe118b,ChIJkZW8RMpC1moRixH-wBRZiRg,"https://www.google.com/maps/place/Woolworths+Qv/@-37.811335199999995,144.9648789,14z/data=!4m8!1m2!2m1!1sWoolworths+Qv!3m4!1s0x6ad642ca44bc9591:0x18895914c0fe118b!8m2!3d-37.811335199999995!4d144.9648789",https://search.google.com/local/reviews?placeid=ChIJkZW8RMpC1moRixH-wBRZiRg&q=*&authuser=0&hl=en&gl=US,3669,4.3,ChZDSUhNMG9nS0VJQ0FnSURwcExtMVBnEAE,https://www.google.com/maps/contrib/102285187704747729097?hl=en-US,Charly Bz,102285187704747729097,https://lh3.googleusercontent.com/a-/ALV-UjWArzyQIVw5zIqIy9eClfIGiCkV8-UlLsS1djX8MzFQywo=s120-c-rp-mo-ba4-br100,complete highly recommended purchasing items kinds,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURwcExtMVBnEAE!2m1!1s0x0:0x18895914c0fe118b!3m1!1s2@1:CIHM0ogKEICAgIDppLm1Pg%7CCgsI2_XVqAYQ4Jj-MQ%7C?hl=en-US,5,1695906523,09/28/2023 13:08:43,0,1768042274391724427,120,58,396,1167,1928,en
